IdLimite,LIMITE_DIARIO_ANTERIOR,LIMITE_DIARIO_ACTUAL,FECHA_ACTUALIZACION_DIA,LIMITE_SEMANA_ANTERIOR,LIMITE_SEMANA_ACTUAL,FECHA_ACTUALIZACION_SEMANA,LIMITE_MENSUAL_ANTERIOR,LIMITE_MENSUAL_ACTUAL,FECHA_ACTUALIZACION_MENSUAL,LIMITE_PERDIDA_DIARIO_ANTERIOR,LIMITE_PERDIDA_DIARIO_ACTUAL,FECHA_ACTUAL_DIARIO_PERDIDA,LIMITE_PERDIDA_SEMANA_ANTERIOR,LIMITE_PERDIDA_SEMANA_ACTUAL,FECHA_ACTUAL_SEMANA_PERDIDA,LIMITE_PERDIDA_MES_ANTERIOR ,LIMITE_PERDIDA_MES_ACTUAL,FECHA_ACTUAL_MES_PERDIDA ,TIEMPO_ACTIVIDAD_SESSION,IdUsuario,ESTADO
488,323722.26,818207.86,12/8/2018 0:00,127934.16,921222.24,10/6/2019 0:00,540032.20,919657.76,1/13/2019 0:00,409103.93,245462.36,1/13/2019 0:00,63967.08,25586.83,1/13/2019 0:00,324019.32,54003.22,1/13/2019 0:00,12,488,Disponible
489,286254.52,158764.93,3/19/2019 0:00,946031.97,647138.07,1/30/2019 0:00,765118.36,274448.37,12/6/2018 0:00,79382.47,47629.48,12/6/2018 0:00,473015.99,189206.39,12/6/2018 0:00,459071.02,76511.84,12/6/2018 0:00,1,489,Disponible
490,267461.18,79105.20,7/7/2019 0:00,65863.67,755669.59,9/9/2019 0:00,957506.81,752898.44,12/13/2018 0:00,39552.60,23731.56,12/13/2018 0:00,32931.84,13172.73,12/13/2018 0:00,574504.09,95750.68,12/13/2018 0:00,3,490,Disponible
491,470222.96,110104.51,2/9/2019 0:00,338845.79,902674.38,11/11/2018 0:00,107495.32,827889.02,3/21/2019 0:00,55052.26,33031.35,3/21/2019 0:00,169422.90,67769.16,3/21/2019 0:00,64497.19,10749.53,3/21/2019 0:00,3,491,Disponible
492,594980.41,77676.61,9/13/2019 0:00,298606.51,884524.06,4/6/2019 0:00,518417.88,312470.39,12/11/2018 0:00,38838.31,23302.98,12/11/2018 0:00,149303.26,59721.30,12/11/2018 0:00,311050.73,51841.79,12/11/2018 0:00,10,492,Disponible
493,879931.21,617680.95,2/25/2019 0:00,813857.40,707625.32,8/21/2019 0:00,814245.15,328676.83,8/29/2019 0:00,308840.48,185304.29,8/29/2019 0:00,406928.70,162771.48,8/29/2019 0:00,488547.09,81424.52,8/29/2019 0:00,10,493,Disponible
494,840952.94,953508.19,11/27/2018 0:00,709445.69,816209.59,9/11/2019 0:00,366528.24,417889.32,2/17/2019 0:00,476754.10,286052.46,2/17/2019 0:00,354722.85,141889.14,2/17/2019 0:00,219916.94,36652.82,2/17/2019 0:00,12,494,Disponible
495,353033.16,137656.67,1/24/2019 0:00,465934.53,68249.26,11/10/2018 0:00,990662.36,692957.15,7/23/2019 0:00,68828.34,41297.00,7/23/2019 0:00,232967.27,93186.91,7/23/2019 0:00,594397.42,99066.24,7/23/2019 0:00,6,495,Disponible
496,251162.71,787082.27,3/2/2019 0:00,690088.29,824396.05,8/19/2019 0:00,861845.24,989400.32,10/23/2018 0:00,393541.14,236124.68,10/23/2018 0:00,345044.15,138017.66,10/23/2018 0:00,517107.14,86184.52,10/23/2018 0:00,4,496,Disponible
497,723075.76,109162.06,2/1/2019 0:00,172913.35,832658.02,6/13/2019 0:00,679662.23,707779.59,8/2/2019 0:00,54581.03,32748.62,8/2/2019 0:00,86456.68,34582.67,8/2/2019 0:00,407797.34,67966.22,8/2/2019 0:00,6,497,Disponible
498,992468.91,988707.86,5/11/2019 0:00,75290.56,570665.72,6/29/2019 0:00,88253.27,264342.62,7/19/2019 0:00,494353.93,296612.36,7/19/2019 0:00,37645.28,15058.11,7/19/2019 0:00,52951.96,8825.33,7/19/2019 0:00,6,498,Disponible
499,717967.59,841268.40,5/4/2019 0:00,516498.50,198341.07,9/21/2019 0:00,404482.97,332557.72,1/3/2019 0:00,420634.20,252380.52,1/3/2019 0:00,258249.25,103299.70,1/3/2019 0:00,242689.78,40448.30,1/3/2019 0:00,1,499,Disponible
500,272504.33,549916.25,10/28/2018 0:00,249138.08,961495.68,12/30/2018 0:00,377972.00,495564.87,11/17/2018 0:00,274958.13,164974.88,11/17/2018 0:00,124569.04,49827.62,11/17/2018 0:00,226783.20,37797.20,11/17/2018 0:00,2,500,Disponible
501,315652.42,863162.51,10/11/2019 0:00,291805.79,872947.66,2/22/2019 0:00,874458.19,242241.32,7/26/2019 0:00,431581.26,258948.75,7/26/2019 0:00,145902.90,58361.16,7/26/2019 0:00,524674.91,87445.82,7/26/2019 0:00,9,501,Disponible
502,34931.69,958360.00,5/20/2019 0:00,202710.99,188737.80,7/12/2019 0:00,503886.72,27182.69,11/12/2018 0:00,479180.00,287508.00,11/12/2018 0:00,101355.50,40542.20,11/12/2018 0:00,302332.03,50388.67,11/12/2018 0:00,2,502,Disponible
503,736089.11,995025.35,3/14/2019 0:00,353086.39,407911.43,3/30/2019 0:00,535568.59,403679.56,11/14/2018 0:00,497512.68,298507.61,11/14/2018 0:00,176543.20,70617.28,11/14/2018 0:00,321341.15,53556.86,11/14/2018 0:00,3,503,Disponible
504,308641.97,557504.85,12/27/2018 0:00,149053.26,378548.02,8/18/2019 0:00,524908.07,380414.95,4/13/2019 0:00,278752.43,167251.46,4/13/2019 0:00,74526.63,29810.65,4/13/2019 0:00,314944.84,52490.81,4/13/2019 0:00,5,504,Disponible
505,83445.85,989297.77,3/25/2019 0:00,161874.26,910848.10,11/27/2018 0:00,160171.36,304883.58,10/22/2018 0:00,494648.89,296789.33,10/22/2018 0:00,80937.13,32374.85,10/22/2018 0:00,96102.82,16017.14,10/22/2018 0:00,10,505,Disponible
506,823133.55,322105.43,10/6/2019 0:00,806487.44,205186.25,7/30/2019 0:00,571288.32,723147.65,1/7/2019 0:00,161052.72,96631.63,1/7/2019 0:00,403243.72,161297.49,1/7/2019 0:00,342772.99,57128.83,1/7/2019 0:00,3,506,Disponible
507,738657.99,707355.80,7/19/2019 0:00,259974.09,306884.24,6/23/2019 0:00,224049.00,330316.39,5/3/2019 0:00,353677.90,212206.74,5/3/2019 0:00,129987.05,51994.82,5/3/2019 0:00,134429.40,22404.90,5/3/2019 0:00,8,507,Disponible
508,564442.06,730366.03,2/6/2019 0:00,412740.44,241421.56,5/19/2019 0:00,935959.27,417147.54,7/27/2019 0:00,365183.02,219109.81,7/27/2019 0:00,206370.22,82548.09,7/27/2019 0:00,561575.56,93595.93,7/27/2019 0:00,1,508,Disponible
509,690368.16,65382.01,4/15/2019 0:00,784411.62,494345.63,7/21/2019 0:00,674564.82,661510.88,1/8/2019 0:00,32691.01,19614.60,1/8/2019 0:00,392205.81,156882.32,1/8/2019 0:00,404738.89,67456.48,1/8/2019 0:00,5,509,Disponible
510,62958.43,762003.15,1/1/2019 0:00,156275.77,241247.95,4/8/2019 0:00,538351.32,556282.13,12/20/2018 0:00,381001.58,228600.95,12/20/2018 0:00,78137.89,31255.15,12/20/2018 0:00,323010.79,53835.13,12/20/2018 0:00,10,510,Disponible
511,992866.47,314064.05,9/19/2019 0:00,694852.94,546053.68,10/26/2018 0:00,174674.86,954279.09,10/13/2019 0:00,157032.03,94219.22,10/13/2019 0:00,347426.47,138970.59,10/13/2019 0:00,104804.92,17467.49,10/13/2019 0:00,2,511,Disponible
512,253930.98,365183.86,10/31/2018 0:00,649279.03,621354.92,8/10/2019 0:00,465582.04,60879.31,5/27/2019 0:00,182591.93,109555.16,5/27/2019 0:00,324639.52,129855.81,5/27/2019 0:00,279349.22,46558.20,5/27/2019 0:00,3,512,Disponible
513,923398.97,651242.84,8/13/2019 0:00,971360.63,318507.12,10/26/2018 0:00,712352.67,578678.33,10/22/2018 0:00,325621.42,195372.85,10/22/2018 0:00,485680.32,194272.13,10/22/2018 0:00,427411.60,71235.27,10/22/2018 0:00,10,513,Disponible
514,922867.12,255412.59,1/21/2019 0:00,753375.97,217228.87,10/2/2019 0:00,390216.71,775995.68,10/17/2019 0:00,127706.30,76623.78,10/17/2019 0:00,376687.99,150675.19,10/17/2019 0:00,234130.03,39021.67,10/17/2019 0:00,8,514,Disponible
515,651424.84,24964.31,5/28/2019 0:00,737069.87,487849.93,3/20/2019 0:00,143521.48,985004.00,2/26/2019 0:00,12482.16,7489.29,2/26/2019 0:00,368534.94,147413.97,2/26/2019 0:00,86112.89,14352.15,2/26/2019 0:00,6,515,Disponible
516,627446.01,700811.76,3/18/2019 0:00,753401.46,574955.87,3/8/2019 0:00,331921.92,107952.17,10/19/2018 0:00,350405.88,210243.53,10/19/2018 0:00,376700.73,150680.29,10/19/2018 0:00,199153.15,33192.19,10/19/2018 0:00,2,516,Disponible
517,666107.40,292326.33,5/8/2019 0:00,674588.13,490466.08,10/15/2019 0:00,473513.14,416031.80,11/14/2018 0:00,146163.17,87697.90,11/14/2018 0:00,337294.07,134917.63,11/14/2018 0:00,284107.88,47351.31,11/14/2018 0:00,9,517,Disponible
518,137549.20,119694.90,10/12/2019 0:00,42809.08,570710.86,8/18/2019 0:00,312430.62,744613.67,8/24/2019 0:00,59847.45,35908.47,8/24/2019 0:00,21404.54,8561.82,8/24/2019 0:00,187458.37,31243.06,8/24/2019 0:00,2,518,Disponible
519,232951.41,618826.48,2/9/2019 0:00,603906.40,714039.23,2/7/2019 0:00,244463.74,452787.51,7/5/2019 0:00,309413.24,185647.94,7/5/2019 0:00,301953.20,120781.28,7/5/2019 0:00,146678.24,24446.37,7/5/2019 0:00,5,519,Disponible
520,113416.06,773596.90,7/24/2019 0:00,410114.64,216619.06,7/22/2019 0:00,778825.04,127731.74,7/1/2019 0:00,386798.45,232079.07,7/1/2019 0:00,205057.32,82022.93,7/1/2019 0:00,467295.02,77882.50,7/1/2019 0:00,3,520,Disponible
521,807041.52,688227.74,7/14/2019 0:00,49115.54,717521.51,3/16/2019 0:00,477047.52,568297.94,2/1/2019 0:00,344113.87,206468.32,2/1/2019 0:00,24557.77,9823.11,2/1/2019 0:00,286228.51,47704.75,2/1/2019 0:00,6,521,Disponible
522,488767.96,921071.40,9/10/2019 0:00,239747.85,188893.93,12/6/2018 0:00,233027.78,959582.83,5/14/2019 0:00,460535.70,276321.42,5/14/2019 0:00,119873.93,47949.57,5/14/2019 0:00,139816.67,23302.78,5/14/2019 0:00,1,522,Disponible
523,109405.43,557179.00,4/25/2019 0:00,803167.38,687296.81,10/7/2019 0:00,116519.31,970762.83,7/23/2019 0:00,278589.50,167153.70,7/23/2019 0:00,401583.69,160633.48,7/23/2019 0:00,69911.59,11651.93,7/23/2019 0:00,8,523,Disponible
524,332503.72,604025.90,9/11/2019 0:00,759971.80,517349.95,2/4/2019 0:00,700377.56,720549.51,4/27/2019 0:00,302012.95,181207.77,4/27/2019 0:00,379985.90,151994.36,4/27/2019 0:00,420226.54,70037.76,4/27/2019 0:00,9,524,Disponible
525,689195.75,199623.76,11/9/2018 0:00,263157.26,49572.64,6/1/2019 0:00,51927.97,719857.48,4/15/2019 0:00,99811.88,59887.13,4/15/2019 0:00,131578.63,52631.45,4/15/2019 0:00,31156.78,5192.80,4/15/2019 0:00,9,525,Disponible
526,419637.01,445410.69,4/15/2019 0:00,951543.12,181847.37,9/15/2019 0:00,473864.33,631772.36,10/13/2019 0:00,222705.35,133623.21,10/13/2019 0:00,475771.56,190308.62,10/13/2019 0:00,284318.60,47386.43,10/13/2019 0:00,1,526,Disponible
527,265013.98,149860.00,4/9/2019 0:00,121218.91,391979.80,7/22/2019 0:00,266579.61,864165.42,2/2/2019 0:00,74930.00,44958.00,2/2/2019 0:00,60609.46,24243.78,2/2/2019 0:00,159947.77,26657.96,2/2/2019 0:00,6,527,Disponible
528,475097.42,127252.41,3/1/2019 0:00,184727.65,731132.56,11/22/2018 0:00,741874.89,974102.46,1/28/2019 0:00,63626.21,38175.72,1/28/2019 0:00,92363.83,36945.53,1/28/2019 0:00,445124.93,74187.49,1/28/2019 0:00,3,528,Disponible
529,766952.32,612049.48,6/18/2019 0:00,552774.47,465992.75,6/24/2019 0:00,856317.67,454891.46,4/27/2019 0:00,306024.74,183614.84,4/27/2019 0:00,276387.24,110554.89,4/27/2019 0:00,513790.60,85631.77,4/27/2019 0:00,2,529,Disponible
530,886159.80,997595.95,8/16/2019 0:00,857549.92,697668.46,3/31/2019 0:00,161399.71,826126.87,10/8/2019 0:00,498797.98,299278.79,10/8/2019 0:00,428774.96,171509.98,10/8/2019 0:00,96839.83,16139.97,10/8/2019 0:00,5,530,Disponible
531,112408.25,570555.11,1/11/2019 0:00,462385.49,891661.12,12/16/2018 0:00,166455.40,971353.90,7/26/2019 0:00,285277.56,171166.53,7/26/2019 0:00,231192.75,92477.10,7/26/2019 0:00,99873.24,16645.54,7/26/2019 0:00,7,531,Disponible
532,58620.90,915647.35,7/20/2019 0:00,326407.06,54553.48,9/16/2019 0:00,104301.96,452562.01,3/11/2019 0:00,457823.68,274694.21,3/11/2019 0:00,163203.53,65281.41,3/11/2019 0:00,62581.18,10430.20,3/11/2019 0:00,10,532,Disponible
533,660064.17,636447.26,2/28/2019 0:00,398463.35,140156.88,3/11/2019 0:00,397602.92,218066.95,2/15/2019 0:00,318223.63,190934.18,2/15/2019 0:00,199231.68,79692.67,2/15/2019 0:00,238561.75,39760.29,2/15/2019 0:00,2,533,Disponible
534,175008.71,331070.15,4/28/2019 0:00,278436.57,366912.78,6/5/2019 0:00,339547.11,25819.60,6/15/2019 0:00,165535.08,99321.05,6/15/2019 0:00,139218.29,55687.31,6/15/2019 0:00,203728.27,33954.71,6/15/2019 0:00,8,534,Disponible
535,346226.39,848216.62,1/17/2019 0:00,925666.01,834837.67,10/29/2018 0:00,133197.52,582512.81,3/8/2019 0:00,424108.31,254464.99,3/8/2019 0:00,462833.01,185133.20,3/8/2019 0:00,79918.51,13319.75,3/8/2019 0:00,8,535,Disponible
536,984860.32,773135.51,12/30/2018 0:00,778011.54,138121.94,9/24/2019 0:00,313194.79,28466.72,10/20/2018 0:00,386567.76,231940.65,10/20/2018 0:00,389005.77,155602.31,10/20/2018 0:00,187916.87,31319.48,10/20/2018 0:00,8,536,Disponible
537,64524.55,36607.28,6/30/2019 0:00,633452.99,536511.21,5/5/2019 0:00,409758.21,266110.37,5/11/2019 0:00,18303.64,10982.18,5/11/2019 0:00,316726.50,126690.60,5/11/2019 0:00,245854.93,40975.82,5/11/2019 0:00,10,537,Disponible
538,501614.94,32641.40,11/16/2018 0:00,833577.48,742295.78,5/9/2019 0:00,353554.24,926618.49,10/25/2018 0:00,16320.70,9792.42,10/25/2018 0:00,416788.74,166715.50,10/25/2018 0:00,212132.54,35355.42,10/25/2018 0:00,8,538,Disponible
539,118038.72,315224.34,10/6/2019 0:00,48473.36,736516.77,9/26/2019 0:00,425449.52,170282.45,9/7/2019 0:00,157612.17,94567.30,9/7/2019 0:00,24236.68,9694.67,9/7/2019 0:00,255269.71,42544.95,9/7/2019 0:00,6,539,Disponible
540,981085.56,22942.29,8/24/2019 0:00,774052.23,85507.19,9/8/2019 0:00,587818.92,278324.91,6/11/2019 0:00,11471.15,6882.69,6/11/2019 0:00,387026.12,154810.45,6/11/2019 0:00,352691.35,58781.89,6/11/2019 0:00,5,540,Disponible
541,398707.96,624593.27,6/30/2019 0:00,687999.41,444217.17,4/18/2019 0:00,701188.71,956593.84,3/30/2019 0:00,312296.64,187377.98,3/30/2019 0:00,343999.71,137599.88,3/30/2019 0:00,420713.23,70118.87,3/30/2019 0:00,7,541,Disponible
542,280549.56,209185.73,1/9/2019 0:00,283977.23,889383.39,4/5/2019 0:00,595225.55,689059.58,3/8/2019 0:00,104592.87,62755.72,3/8/2019 0:00,141988.62,56795.45,3/8/2019 0:00,357135.33,59522.56,3/8/2019 0:00,11,542,Disponible
543,205540.73,140108.26,11/10/2018 0:00,633720.83,860497.48,4/24/2019 0:00,323332.78,681513.91,6/15/2019 0:00,70054.13,42032.48,6/15/2019 0:00,316860.42,126744.17,6/15/2019 0:00,193999.67,32333.28,6/15/2019 0:00,5,543,Disponible
544,552758.63,202229.26,3/9/2019 0:00,953948.23,291782.04,11/16/2018 0:00,852201.08,490104.30,1/11/2019 0:00,101114.63,60668.78,1/11/2019 0:00,476974.12,190789.65,1/11/2019 0:00,511320.65,85220.11,1/11/2019 0:00,11,544,Disponible
545,333796.85,369359.61,8/3/2019 0:00,601003.35,540242.71,3/8/2019 0:00,720848.82,425653.51,7/17/2019 0:00,184679.81,110807.88,7/17/2019 0:00,300501.68,120200.67,7/17/2019 0:00,432509.29,72084.88,7/17/2019 0:00,12,545,Disponible
546,265077.84,251117.01,8/19/2019 0:00,514008.16,256315.38,3/7/2019 0:00,140241.00,433343.79,3/20/2019 0:00,125558.51,75335.10,3/20/2019 0:00,257004.08,102801.63,3/20/2019 0:00,84144.60,14024.10,3/20/2019 0:00,8,546,Disponible
547,934264.89,404687.25,5/13/2019 0:00,332036.74,912750.67,7/5/2019 0:00,100434.03,152854.87,1/15/2019 0:00,202343.63,121406.18,1/15/2019 0:00,166018.37,66407.35,1/15/2019 0:00,60260.42,10043.40,1/15/2019 0:00,10,547,Disponible
548,500577.94,726750.75,7/4/2019 0:00,587032.43,700690.82,9/7/2019 0:00,586173.27,980272.95,3/15/2019 0:00,363375.38,218025.23,3/15/2019 0:00,293516.22,117406.49,3/15/2019 0:00,351703.96,58617.33,3/15/2019 0:00,4,548,Disponible
549,214318.21,633645.20,1/21/2019 0:00,81655.07,133341.21,4/24/2019 0:00,433032.35,85141.95,6/19/2019 0:00,316822.60,190093.56,6/19/2019 0:00,40827.54,16331.01,6/19/2019 0:00,259819.41,43303.24,6/19/2019 0:00,3,549,Disponible
550,927755.01,161225.96,11/3/2018 0:00,967840.00,313913.16,12/7/2018 0:00,121613.70,696522.36,5/29/2019 0:00,80612.98,48367.79,5/29/2019 0:00,483920.00,193568.00,5/29/2019 0:00,72968.22,12161.37,5/29/2019 0:00,9,550,Disponible
551,709467.55,465769.87,7/19/2019 0:00,273972.91,92855.59,4/9/2019 0:00,719876.85,84240.44,8/26/2019 0:00,232884.94,139730.96,8/26/2019 0:00,136986.46,54794.58,8/26/2019 0:00,431926.11,71987.69,8/26/2019 0:00,4,551,Disponible
552,565196.73,943870.84,5/13/2019 0:00,439559.18,936442.73,3/8/2019 0:00,949605.64,132668.55,9/12/2019 0:00,471935.42,283161.25,9/12/2019 0:00,219779.59,87911.84,9/12/2019 0:00,569763.38,94960.56,9/12/2019 0:00,12,552,Disponible
553,134836.82,86287.51,6/6/2019 0:00,180285.90,40813.16,4/13/2019 0:00,985400.95,802955.25,9/25/2019 0:00,43143.76,25886.25,9/25/2019 0:00,90142.95,36057.18,9/25/2019 0:00,591240.57,98540.10,9/25/2019 0:00,4,553,Disponible
554,581315.19,178181.22,12/5/2018 0:00,554725.15,948502.39,7/15/2019 0:00,121169.84,686535.18,3/27/2019 0:00,89090.61,53454.37,3/27/2019 0:00,277362.58,110945.03,3/27/2019 0:00,72701.90,12116.98,3/27/2019 0:00,12,554,Disponible
555,730617.06,466295.49,7/17/2019 0:00,339899.22,148986.03,10/25/2018 0:00,756487.42,854917.57,10/18/2019 0:00,233147.75,139888.65,10/18/2019 0:00,169949.61,67979.84,10/18/2019 0:00,453892.45,75648.74,10/18/2019 0:00,4,555,Disponible
556,961143.38,598285.40,7/1/2019 0:00,330794.13,646669.51,3/9/2019 0:00,282194.05,624703.49,11/30/2018 0:00,299142.70,179485.62,11/30/2018 0:00,165397.07,66158.83,11/30/2018 0:00,169316.43,28219.41,11/30/2018 0:00,9,556,Disponible
557,814773.44,646290.57,3/21/2019 0:00,385084.85,272145.03,5/20/2019 0:00,405634.44,991037.00,8/31/2019 0:00,323145.29,193887.17,8/31/2019 0:00,192542.43,77016.97,8/31/2019 0:00,243380.66,40563.44,8/31/2019 0:00,1,557,Disponible
558,529631.26,254301.54,8/15/2019 0:00,105489.43,717945.30,7/31/2019 0:00,517181.69,817341.25,12/9/2018 0:00,127150.77,76290.46,12/9/2018 0:00,52744.72,21097.89,12/9/2018 0:00,310309.01,51718.17,12/9/2018 0:00,6,558,Disponible
559,313393.83,181956.48,5/12/2019 0:00,586616.38,230275.75,9/26/2019 0:00,729349.86,603945.82,8/14/2019 0:00,90978.24,54586.94,8/14/2019 0:00,293308.19,117323.28,8/14/2019 0:00,437609.92,72934.99,8/14/2019 0:00,3,559,Disponible
560,935075.22,690982.51,4/30/2019 0:00,829352.89,735473.48,3/30/2019 0:00,638745.94,170782.37,5/18/2019 0:00,345491.26,207294.75,5/18/2019 0:00,414676.45,165870.58,5/18/2019 0:00,383247.56,63874.59,5/18/2019 0:00,12,560,Disponible
561,488411.32,659687.97,3/22/2019 0:00,723726.75,625646.81,8/9/2019 0:00,779902.51,471480.78,10/4/2019 0:00,329843.99,197906.39,10/4/2019 0:00,361863.38,144745.35,10/4/2019 0:00,467941.51,77990.25,10/4/2019 0:00,7,561,Disponible
562,657637.35,111664.35,12/23/2018 0:00,691306.65,425636.28,11/22/2018 0:00,671929.43,961770.54,12/2/2018 0:00,55832.18,33499.31,12/2/2018 0:00,345653.33,138261.33,12/2/2018 0:00,403157.66,67192.94,12/2/2018 0:00,6,562,Disponible
563,881588.53,416542.68,6/4/2019 0:00,425698.68,496243.06,2/28/2019 0:00,435085.41,243481.97,8/13/2019 0:00,208271.34,124962.80,8/13/2019 0:00,212849.34,85139.74,8/13/2019 0:00,261051.25,43508.54,8/13/2019 0:00,6,563,Disponible
564,530441.30,379093.54,1/15/2019 0:00,196225.57,762030.70,8/14/2019 0:00,221407.33,33458.84,11/27/2018 0:00,189546.77,113728.06,11/27/2018 0:00,98112.79,39245.11,11/27/2018 0:00,132844.40,22140.73,11/27/2018 0:00,8,564,Disponible
565,114885.19,96560.90,11/20/2018 0:00,700230.40,705796.50,8/22/2019 0:00,28431.21,212687.52,9/18/2019 0:00,48280.45,28968.27,9/18/2019 0:00,350115.20,140046.08,9/18/2019 0:00,17058.73,2843.12,9/18/2019 0:00,9,565,Disponible
566,385001.12,747347.26,5/22/2019 0:00,494010.73,197474.00,3/4/2019 0:00,174152.89,696234.58,10/19/2018 0:00,373673.63,224204.18,10/19/2018 0:00,247005.37,98802.15,10/19/2018 0:00,104491.73,17415.29,10/19/2018 0:00,9,566,Disponible
567,195644.20,768146.00,3/24/2019 0:00,97639.57,786917.02,12/13/2018 0:00,93203.44,828430.09,12/5/2018 0:00,384073.00,230443.80,12/5/2018 0:00,48819.79,19527.91,12/5/2018 0:00,55922.06,9320.34,12/5/2018 0:00,1,567,Disponible
568,533842.39,791153.28,9/19/2019 0:00,736251.16,59882.28,11/12/2018 0:00,644472.41,208269.57,4/6/2019 0:00,395576.64,237345.98,4/6/2019 0:00,368125.58,147250.23,4/6/2019 0:00,386683.45,64447.24,4/6/2019 0:00,10,568,Disponible
569,194581.89,623222.99,9/10/2019 0:00,108281.25,538957.81,12/21/2018 0:00,247891.90,151813.29,11/6/2018 0:00,311611.50,186966.90,11/6/2018 0:00,54140.63,21656.25,11/6/2018 0:00,148735.14,24789.19,11/6/2018 0:00,1,569,Disponible
570,546577.78,565547.54,12/31/2018 0:00,755103.28,80484.29,3/8/2019 0:00,471876.99,347641.00,10/29/2018 0:00,282773.77,169664.26,10/29/2018 0:00,377551.64,151020.66,10/29/2018 0:00,283126.19,47187.70,10/29/2018 0:00,7,570,Disponible
571,465322.27,607292.66,11/26/2018 0:00,670817.11,298236.08,6/27/2019 0:00,301226.08,788830.97,7/28/2019 0:00,303646.33,182187.80,7/28/2019 0:00,335408.56,134163.42,7/28/2019 0:00,180735.65,30122.61,7/28/2019 0:00,11,571,Disponible
572,927842.53,525377.88,8/21/2019 0:00,46585.88,27310.91,6/12/2019 0:00,186983.42,396730.19,3/21/2019 0:00,262688.94,157613.36,3/21/2019 0:00,23292.94,9317.18,3/21/2019 0:00,112190.05,18698.34,3/21/2019 0:00,10,572,Disponible
573,898989.66,687956.93,1/21/2019 0:00,370837.24,923624.40,11/26/2018 0:00,360550.83,216908.74,4/13/2019 0:00,343978.47,206387.08,4/13/2019 0:00,185418.62,74167.45,4/13/2019 0:00,216330.50,36055.08,4/13/2019 0:00,2,573,Disponible
574,310199.38,53169.41,7/12/2019 0:00,858242.83,716669.04,1/5/2019 0:00,526377.32,200162.34,1/9/2019 0:00,26584.71,15950.82,1/9/2019 0:00,429121.42,171648.57,1/9/2019 0:00,315826.39,52637.73,1/9/2019 0:00,9,574,Disponible
575,862200.08,364740.88,7/11/2019 0:00,284714.98,572916.61,7/29/2019 0:00,422671.17,633893.24,6/7/2019 0:00,182370.44,109422.26,6/7/2019 0:00,142357.49,56943.00,6/7/2019 0:00,253602.70,42267.12,6/7/2019 0:00,3,575,Disponible
576,530576.60,822445.81,10/31/2018 0:00,588951.97,78938.92,9/30/2019 0:00,819548.40,281219.46,4/15/2019 0:00,411222.91,246733.74,4/15/2019 0:00,294475.99,117790.39,4/15/2019 0:00,491729.04,81954.84,4/15/2019 0:00,11,576,Disponible
577,308526.48,656564.23,1/14/2019 0:00,205617.57,640854.33,1/6/2019 0:00,748739.60,36623.57,6/14/2019 0:00,328282.12,196969.27,6/14/2019 0:00,102808.79,41123.51,6/14/2019 0:00,449243.76,74873.96,6/14/2019 0:00,11,577,Disponible
578,500849.71,106496.11,10/11/2019 0:00,174993.13,785764.83,12/23/2018 0:00,549323.90,626184.23,2/9/2019 0:00,53248.06,31948.83,2/9/2019 0:00,87496.57,34998.63,2/9/2019 0:00,329594.34,54932.39,2/9/2019 0:00,1,578,Disponible
579,683656.20,639750.33,12/8/2018 0:00,175317.29,301677.94,2/9/2019 0:00,284998.82,83774.40,12/17/2018 0:00,319875.17,191925.10,12/17/2018 0:00,87658.65,35063.46,12/17/2018 0:00,170999.29,28499.88,12/17/2018 0:00,3,579,Disponible
580,739073.99,578200.79,7/14/2019 0:00,72254.01,959401.73,10/12/2019 0:00,167305.41,497873.91,12/2/2018 0:00,289100.40,173460.24,12/2/2018 0:00,36127.01,14450.80,12/2/2018 0:00,100383.25,16730.54,12/2/2018 0:00,5,580,Disponible
581,649526.31,409857.11,2/5/2019 0:00,703714.42,340319.38,7/14/2019 0:00,203177.58,349206.19,10/1/2019 0:00,204928.56,122957.13,10/1/2019 0:00,351857.21,140742.88,10/1/2019 0:00,121906.55,20317.76,10/1/2019 0:00,12,581,Disponible
582,529023.93,399997.34,3/11/2019 0:00,543625.04,706483.06,11/19/2018 0:00,454805.75,712607.09,5/30/2019 0:00,199998.67,119999.20,5/30/2019 0:00,271812.52,108725.01,5/30/2019 0:00,272883.45,45480.58,5/30/2019 0:00,12,582,Disponible
583,132401.14,885128.60,11/29/2018 0:00,776813.23,967523.70,3/22/2019 0:00,967095.17,971072.23,5/6/2019 0:00,442564.30,265538.58,5/6/2019 0:00,388406.62,155362.65,5/6/2019 0:00,580257.10,96709.52,5/6/2019 0:00,2,583,Disponible
584,694990.99,724974.84,1/15/2019 0:00,547251.14,545967.91,8/17/2019 0:00,399354.71,710326.12,2/19/2019 0:00,362487.42,217492.45,2/19/2019 0:00,273625.57,109450.23,2/19/2019 0:00,239612.83,39935.47,2/19/2019 0:00,3,584,Disponible
585,255456.84,65623.38,6/22/2019 0:00,26777.11,978152.21,4/1/2019 0:00,295514.79,937113.44,3/19/2019 0:00,32811.69,19687.01,3/19/2019 0:00,13388.56,5355.42,3/19/2019 0:00,177308.87,29551.48,3/19/2019 0:00,7,585,Disponible
